"","birth_year","wealth2","country","democracy","mean"
"801",1975,"Middle quintile","Bangladesh","dictatorship",0.159192825112108
"802",1975,"Middle quintile","Benin","dictatorship",0.13953488372093
"803",1975,"Middle quintile","Bolivia","dictatorship",0.146113989637306
"804",1975,"Middle quintile","Brazil","dictatorship",0.106666666666667
"805",1975,"Middle quintile","Burkina Faso","dictatorship",0.167213114754098
"806",1975,"Middle quintile","Cambodia","dictatorship",0.173758865248227
"807",1975,"Middle quintile","Cameroon","dictatorship",0.105371900826446
"808",1975,"Middle quintile","Central African Republic","dictatorship",0.130890052356021
"809",1975,"Middle quintile","Chad","dictatorship",0.17
"810",1975,"Middle quintile","Colombia","democracy",0.0601675552170602
"811",1975,"Middle quintile","Comoros","dictatorship",0.0823529411764706
"812",1975,"Middle quintile","Cote d Ivoire","dictatorship",0.10989010989011
"813",1975,"Middle quintile","Dominican Republic","democracy",0.0693301997649824
"814",1975,"Middle quintile","Egypt","dictatorship",0.159796437659033
"815",1975,"Middle quintile","Ethiopia","dictatorship",0.160406885758998
"816",1975,"Middle quintile","Gabon","dictatorship",0.0692307692307692
"817",1975,"Middle quintile","Ghana","dictatorship",0.08584686774942
"818",1975,"Middle quintile","Guatemala","democracy",0.124593716143012
"819",1975,"Middle quintile","Guinea","dictatorship",0.180722891566265
"820",1975,"Middle quintile","Haiti","dictatorship",0.180094786729858
"821",1975,"Middle quintile","India","democracy",0.134062012045505
"822",1975,"Middle quintile","Indonesia","dictatorship",0.106221547799697
"823",1975,"Middle quintile","Jordan","dictatorship",0.0695012264922322
"824",1975,"Middle quintile","Kazakhstan","dictatorship",0.050761421319797
"825",1975,"Middle quintile","Kenya","dictatorship",0.0863131935881628
"826",1975,"Middle quintile","Kyrgyzstan","dictatorship",0.0865384615384615
"827",1975,"Middle quintile","Madagascar","dictatorship",0.125382262996942
"828",1975,"Middle quintile","Malawi","dictatorship",0.178670360110803
"829",1975,"Middle quintile","Mali","dictatorship",0.159248269040554
"830",1975,"Middle quintile","Morocco","dictatorship",0.129427792915531
"831",1975,"Middle quintile","Mozambique","dictatorship",0.175983436853002
"832",1975,"Middle quintile","Namibia","dictatorship",0.0612244897959184
"833",1975,"Middle quintile","Nicaragua","dictatorship",0.100126742712294
"834",1975,"Middle quintile","Niger","dictatorship",0.179054054054054
"835",1975,"Middle quintile","Nigeria","dictatorship",0.114249037227214
"836",1975,"Middle quintile","Pakistan","democracy",0.117967332123412
"837",1975,"Middle quintile","Paraguay","dictatorship",0.0766666666666667
"838",1975,"Middle quintile","Peru","dictatorship",0.107142857142857
"839",1975,"Middle quintile","Philippines","dictatorship",0.0475020475020475
"840",1975,"Middle quintile","Rwanda","dictatorship",0.145228215767635
"841",1975,"Middle quintile","Senegal","dictatorship",0.143805309734513
"842",1975,"Middle quintile","South Africa","dictatorship",0.0950920245398773
"843",1975,"Middle quintile","Togo","dictatorship",0.149377593360996
"844",1975,"Middle quintile","Turkey","democracy",0.134657836644592
"845",1975,"Middle quintile","Uganda","dictatorship",0.125550660792952
"846",1975,"Middle quintile","Uzbekistan","dictatorship",0.10077519379845
"847",1975,"Middle quintile","Zambia","dictatorship",0.0929292929292929
"848",1975,"Middle quintile","Zimbabwe","dictatorship",0.07
"849",1976,"Highest quintile","Armenia","dictatorship",0.120689655172414
"850",1976,"Highest quintile","Bangladesh","dictatorship",0.114355231143552
"851",1976,"Highest quintile","Benin","dictatorship",0.150442477876106
"852",1976,"Highest quintile","Bolivia","dictatorship",0.075
"853",1976,"Highest quintile","Brazil","dictatorship",0.058252427184466
"854",1976,"Highest quintile","Burkina Faso","dictatorship",0.113636363636364
"855",1976,"Highest quintile","Cambodia","dictatorship",0.178217821782178
"856",1976,"Highest quintile","Cameroon","dictatorship",0.100502512562814
"857",1976,"Highest quintile","Central African Republic","dictatorship",0.0757575757575758
"858",1976,"Highest quintile","Chad","dictatorship",0.15311004784689
"859",1976,"Highest quintile","Colombia","democracy",0.031413612565445
"860",1976,"Highest quintile","Comoros","dictatorship",0.0975609756097561
"861",1976,"Highest quintile","Cote d Ivoire","dictatorship",0.0993788819875776
"862",1976,"Highest quintile","Dominican Republic","democracy",0.0728476821192053
"863",1976,"Highest quintile","Egypt","dictatorship",0.116279069767442
"864",1976,"Highest quintile","Ethiopia","dictatorship",0.126582278481013
"865",1976,"Highest quintile","Gabon","dictatorship",0
"866",1976,"Highest quintile","Ghana","dictatorship",0.0769230769230769
"867",1976,"Highest quintile","Guatemala","democracy",0.0738636363636364
"868",1976,"Highest quintile","Guinea","dictatorship",0.186440677966102
"869",1976,"Highest quintile","Haiti","dictatorship",0.126582278481013
"870",1976,"Highest quintile","India","democracy",0.061219739292365
"871",1976,"Highest quintile","Indonesia","dictatorship",0.08
"872",1976,"Highest quintile","Jordan","dictatorship",0.0426439232409382
"873",1976,"Highest quintile","Kazakhstan","dictatorship",0.0495049504950495
"874",1976,"Highest quintile","Kenya","dictatorship",0.0614754098360656
"875",1976,"Highest quintile","Kyrgyzstan","dictatorship",0.0816326530612245
"876",1976,"Highest quintile","Madagascar","dictatorship",0.0887573964497041
"877",1976,"Highest quintile","Malawi","dictatorship",0.119205298013245
"878",1976,"Highest quintile","Mali","dictatorship",0.146443514644351
"879",1976,"Highest quintile","Morocco","dictatorship",0.127962085308057
"880",1976,"Highest quintile","Mozambique","dictatorship",0.0931372549019608
"881",1976,"Highest quintile","Namibia","dictatorship",0.0638297872340425
"882",1976,"Highest quintile","Nicaragua","dictatorship",0.0466321243523316
"883",1976,"Highest quintile","Niger","dictatorship",0.129213483146067
"884",1976,"Highest quintile","Nigeria","dictatorship",0.0719178082191781
"885",1976,"Highest quintile","Pakistan","democracy",0.0840579710144927
"886",1976,"Highest quintile","Paraguay","dictatorship",0.0123456790123457
"887",1976,"Highest quintile","Peru","dictatorship",0.0725806451612903
"888",1976,"Highest quintile","Philippines","dictatorship",0.0287539936102236
"889",1976,"Highest quintile","Rwanda","dictatorship",0.100917431192661
"890",1976,"Highest quintile","Senegal","dictatorship",0.0852713178294574
"891",1976,"Highest quintile","South Africa","dictatorship",0.04
"892",1976,"Highest quintile","Togo","dictatorship",0.0454545454545455
"893",1976,"Highest quintile","Turkey","democracy",0.0647058823529412
"894",1976,"Highest quintile","Uganda","dictatorship",0.0428571428571429
"895",1976,"Highest quintile","Uzbekistan","dictatorship",0.0253164556962025
"896",1976,"Highest quintile","Viet Nam","dictatorship",0.0699300699300699
"897",1976,"Highest quintile","Zambia","dictatorship",0.0610687022900763
"898",1976,"Highest quintile","Zimbabwe","dictatorship",0.0324675324675325
"899",1976,"Lowest quintile","Armenia","dictatorship",0.140350877192982
"900",1976,"Lowest quintile","Bangladesh","dictatorship",0.172920065252855
"901",1976,"Lowest quintile","Benin","dictatorship",0.160869565217391
"902",1976,"Lowest quintile","Bolivia","dictatorship",0.2
"903",1976,"Lowest quintile","Brazil","dictatorship",0.15695067264574
"904",1976,"Lowest quintile","Burkina Faso","dictatorship",0.18018018018018
"905",1976,"Lowest quintile","Cambodia","dictatorship",0.232558139534884
"906",1976,"Lowest quintile","Cameroon","dictatorship",0.126315789473684
"907",1976,"Lowest quintile","Central African Republic","dictatorship",0.140350877192982
"908",1976,"Lowest quintile","Chad","dictatorship",0.126315789473684
"909",1976,"Lowest quintile","Colombia","democracy",0.0867768595041322
"910",1976,"Lowest quintile","Comoros","dictatorship",0.121951219512195
"911",1976,"Lowest quintile","Cote d Ivoire","dictatorship",0.109826589595376
"912",1976,"Lowest quintile","Dominican Republic","democracy",0.105371900826446
"913",1976,"Lowest quintile","Egypt","dictatorship",0.223030303030303
"914",1976,"Lowest quintile","Ethiopia","dictatorship",0.146137787056367
"915",1976,"Lowest quintile","Gabon","dictatorship",0.111111111111111
"916",1976,"Lowest quintile","Ghana","dictatorship",0.202380952380952
"917",1976,"Lowest quintile","Guatemala","democracy",0.15625
"918",1976,"Lowest quintile","Guinea","dictatorship",0.24390243902439
"919",1976,"Lowest quintile","Haiti","dictatorship",0.175438596491228
"920",1976,"Lowest quintile","India","democracy",0.16589202717197
"921",1976,"Lowest quintile","Indonesia","dictatorship",0.127567567567568
"922",1976,"Lowest quintile","Jordan","dictatorship",0.0903614457831325
"923",1976,"Lowest quintile","Kazakhstan","dictatorship",0.215384615384615
"924",1976,"Lowest quintile","Kenya","dictatorship",0.0989761092150171
"925",1976,"Lowest quintile","Kyrgyzstan","dictatorship",0.146341463414634
"926",1976,"Lowest quintile","Madagascar","dictatorship",0.180327868852459
"927",1976,"Lowest quintile","Malawi","dictatorship",0.204778156996587
"928",1976,"Lowest quintile","Mali","dictatorship",0.205980066445183
"929",1976,"Lowest quintile","Morocco","dictatorship",0.145328719723183
"930",1976,"Lowest quintile","Mozambique","dictatorship",0.242105263157895
"931",1976,"Lowest quintile","Namibia","dictatorship",0.0935251798561151
"932",1976,"Lowest quintile","Nicaragua","dictatorship",0.157894736842105
"933",1976,"Lowest quintile","Niger","dictatorship",0.195652173913043
"934",1976,"Lowest quintile","Nigeria","dictatorship",0.204268292682927
"935",1976,"Lowest quintile","Pakistan","democracy",0.126760563380282
"936",1976,"Lowest quintile","Paraguay","dictatorship",0.0991735537190083
"937",1976,"Lowest quintile","Peru","dictatorship",0.148638704930096
"938",1976,"Lowest quintile","Philippines","dictatorship",0.0849802371541502
"939",1976,"Lowest quintile","Rwanda","dictatorship",0.149606299212598
"940",1976,"Lowest quintile","Senegal","dictatorship",0.1875
"941",1976,"Lowest quintile","South Africa","dictatorship",0.147540983606557
"942",1976,"Lowest quintile","Togo","dictatorship",0.133333333333333
"943",1976,"Lowest quintile","Turkey","democracy",0.193771626297578
"944",1976,"Lowest quintile","Uganda","dictatorship",0.217647058823529
"945",1976,"Lowest quintile","Uzbekistan","dictatorship",0.0689655172413793
"946",1976,"Lowest quintile","Viet Nam","dictatorship",0.100917431192661
"947",1976,"Lowest quintile","Zambia","dictatorship",0.111111111111111
"948",1976,"Lowest quintile","Zimbabwe","dictatorship",0.0754716981132075
"949",1976,"Middle quintile","Armenia","dictatorship",0.08274231678487
"950",1976,"Middle quintile","Bangladesh","dictatorship",0.15133779264214
"951",1976,"Middle quintile","Benin","dictatorship",0.127868852459016
"952",1976,"Middle quintile","Bolivia","dictatorship",0.15049504950495
"953",1976,"Middle quintile","Brazil","dictatorship",0.102083333333333
"954",1976,"Middle quintile","Burkina Faso","dictatorship",0.160949868073879
"955",1976,"Middle quintile","Cambodia","dictatorship",0.210344827586207
"956",1976,"Middle quintile","Cameroon","dictatorship",0.106813996316759
"957",1976,"Middle quintile","Central African Republic","dictatorship",0.135746606334842
"958",1976,"Middle quintile","Chad","dictatorship",0.175771971496437
"959",1976,"Middle quintile","Colombia","democracy",0.0534506089309878
"960",1976,"Middle quintile","Comoros","dictatorship",0.114035087719298
"961",1976,"Middle quintile","Cote d Ivoire","dictatorship",0.144761904761905
"962",1976,"Middle quintile","Dominican Republic","democracy",0.0802292263610315
"963",1976,"Middle quintile","Egypt","dictatorship",0.15732454074423
"964",1976,"Middle quintile","Ethiopia","dictatorship",0.17238912732475
"965",1976,"Middle quintile","Gabon","dictatorship",0.072463768115942
"966",1976,"Middle quintile","Ghana","dictatorship",0.117647058823529
"967",1976,"Middle quintile","Guatemala","democracy",0.112970711297071
"968",1976,"Middle quintile","Guinea","dictatorship",0.225961538461538
"969",1976,"Middle quintile","Haiti","dictatorship",0.161637931034483
"970",1976,"Middle quintile","India","democracy",0.121914021542274
"971",1976,"Middle quintile","Indonesia","dictatorship",0.0992402659069326
"972",1976,"Middle quintile","Jordan","dictatorship",0.0481400437636762
"973",1976,"Middle quintile","Kazakhstan","dictatorship",0.0717703349282297
"974",1976,"Middle quintile","Kenya","dictatorship",0.0774869109947644
"975",1976,"Middle quintile","Kyrgyzstan","dictatorship",0.136690647482014
"976",1976,"Middle quintile","Madagascar","dictatorship",0.0846994535519126
"977",1976,"Middle quintile","Malawi","dictatorship",0.204362801377727
"978",1976,"Middle quintile","Mali","dictatorship",0.218162839248434
"979",1976,"Middle quintile","Morocco","dictatorship",0.118727050183599
"980",1976,"Middle quintile","Mozambique","dictatorship",0.193089430894309
"981",1976,"Middle quintile","Namibia","dictatorship",0.0796019900497512
"982",1976,"Middle quintile","Nicaragua","dictatorship",0.122012578616352
"983",1976,"Middle quintile","Niger","dictatorship",0.208
"984",1976,"Middle quintile","Nigeria","dictatorship",0.149490373725934
"985",1976,"Middle quintile","Pakistan","democracy",0.129737609329446
"986",1976,"Middle quintile","Paraguay","dictatorship",0.0440677966101695
"987",1976,"Middle quintile","Peru","dictatorship",0.0989970883209317
"988",1976,"Middle quintile","Philippines","dictatorship",0.0612557427258806
"989",1976,"Middle quintile","Rwanda","dictatorship",0.170172084130019
"990",1976,"Middle quintile","Senegal","dictatorship",0.132530120481928
"991",1976,"Middle quintile","South Africa","dictatorship",0.073015873015873
"992",1976,"Middle quintile","Togo","dictatorship",0.0981132075471698
"993",1976,"Middle quintile","Turkey","democracy",0.128846153846154
"994",1976,"Middle quintile","Uganda","dictatorship",0.103718199608611
"995",1976,"Middle quintile","Uzbekistan","dictatorship",0.09375
"996",1976,"Middle quintile","Viet Nam","dictatorship",0.0395136778115502
"997",1976,"Middle quintile","Zambia","dictatorship",0.114638447971781
"998",1976,"Middle quintile","Zimbabwe","dictatorship",0.0746561886051081
"999",1977,"Highest quintile","Armenia","dictatorship",0.103030303030303
"1000",1977,"Highest quintile","Bangladesh","dictatorship",0.116533864541833
"1001",1977,"Highest quintile","Benin","dictatorship",0.0725806451612903
"1002",1977,"Highest quintile","Bolivia","dictatorship",0.0981432360742706
"1003",1977,"Highest quintile","Brazil","dictatorship",0.0573770491803279
"1004",1977,"Highest quintile","Burkina Faso","dictatorship",0.1175
"1005",1977,"Highest quintile","Cambodia","dictatorship",0.159090909090909
"1006",1977,"Highest quintile","Cameroon","dictatorship",0.0967741935483871
"1007",1977,"Highest quintile","Central African Republic","dictatorship",0.0506329113924051
"1008",1977,"Highest quintile","Chad","dictatorship",0.14367816091954
"1009",1977,"Highest quintile","Colombia","democracy",0.0282608695652174
"1010",1977,"Highest quintile","Comoros","dictatorship",0.032258064516129
"1011",1977,"Highest quintile","Cote d Ivoire","dictatorship",0.0625
"1012",1977,"Highest quintile","Dominican Republic","democracy",0.0805687203791469
"1013",1977,"Highest quintile","Egypt","dictatorship",0.0830449826989619
"1014",1977,"Highest quintile","Ethiopia","dictatorship",0.0769230769230769
"1015",1977,"Highest quintile","Gabon","dictatorship",0.027027027027027
"1016",1977,"Highest quintile","Ghana","dictatorship",0.0833333333333333
"1017",1977,"Highest quintile","Guatemala","democracy",0.0670103092783505
"1018",1977,"Highest quintile","Guinea","dictatorship",0.148648648648649
"1019",1977,"Highest quintile","Haiti","dictatorship",0.112068965517241
"1020",1977,"Highest quintile","India","democracy",0.0656730321378668
"1021",1977,"Highest quintile","Indonesia","dictatorship",0.0480404551201011
"1022",1977,"Highest quintile","Jordan","dictatorship",0.0468431771894094
"1023",1977,"Highest quintile","Kazakhstan","dictatorship",0.00869565217391304
"1024",1977,"Highest quintile","Kenya","dictatorship",0.0704845814977974
"1025",1977,"Highest quintile","Kyrgyzstan","dictatorship",0.11864406779661
"1026",1977,"Highest quintile","Madagascar","dictatorship",0.0720338983050847
"1027",1977,"Highest quintile","Malawi","dictatorship",0.104089219330855
"1028",1977,"Highest quintile","Mali","dictatorship",0.157303370786517
"1029",1977,"Highest quintile","Morocco","dictatorship",0.0692307692307692
"1030",1977,"Highest quintile","Mozambique","dictatorship",0.0684410646387833
"1031",1977,"Highest quintile","Namibia","dictatorship",0.0522875816993464
"1032",1977,"Highest quintile","Nicaragua","dictatorship",0.0817120622568093
"1033",1977,"Highest quintile","Niger","dictatorship",0.146919431279621
"1034",1977,"Highest quintile","Nigeria","dictatorship",0.0723270440251572
"1035",1977,"Highest quintile","Pakistan","dictatorship",0.0720720720720721
"1036",1977,"Highest quintile","Paraguay","dictatorship",0.0317460317460317
"1037",1977,"Highest quintile","Peru","dictatorship",0.0393811533052039
"1038",1977,"Highest quintile","Philippines","dictatorship",0.0282485875706215
"1039",1977,"Highest quintile","Rwanda","dictatorship",0.160427807486631
"1040",1977,"Highest quintile","Senegal","dictatorship",0.0476190476190476
"1041",1977,"Highest quintile","South Africa","dictatorship",0.0412371134020619
"1042",1977,"Highest quintile","Togo","dictatorship",0.0631578947368421
"1043",1977,"Highest quintile","Turkey","democracy",0.104166666666667
"1044",1977,"Highest quintile","Uganda","dictatorship",0.0518867924528302
"1045",1977,"Highest quintile","Uzbekistan","dictatorship",0.037037037037037
"1046",1977,"Highest quintile","Viet Nam","dictatorship",0.0182926829268293
"1047",1977,"Highest quintile","Zambia","dictatorship",0.0649350649350649
"1048",1977,"Highest quintile","Zimbabwe","dictatorship",0.05
"1049",1977,"Lowest quintile","Armenia","dictatorship",0.112
"1050",1977,"Lowest quintile","Bangladesh","dictatorship",0.20656634746922
"1051",1977,"Lowest quintile","Benin","dictatorship",0.196078431372549
"1052",1977,"Lowest quintile","Bolivia","dictatorship",0.223404255319149
"1053",1977,"Lowest quintile","Brazil","dictatorship",0.154150197628458
"1054",1977,"Lowest quintile","Burkina Faso","dictatorship",0.189090909090909
"1055",1977,"Lowest quintile","Cambodia","dictatorship",0.17
"1056",1977,"Lowest quintile","Cameroon","dictatorship",0.163366336633663
"1057",1977,"Lowest quintile","Central African Republic","dictatorship",0.125
"1058",1977,"Lowest quintile","Chad","dictatorship",0.153061224489796
"1059",1977,"Lowest quintile","Colombia","democracy",0.0700325732899023
"1060",1977,"Lowest quintile","Comoros","dictatorship",0.183673469387755
"1061",1977,"Lowest quintile","Cote d Ivoire","dictatorship",0.141304347826087
"1062",1977,"Lowest quintile","Dominican Republic","democracy",0.11353032659409
"1063",1977,"Lowest quintile","Egypt","dictatorship",0.191467221644121
"1064",1977,"Lowest quintile","Ethiopia","dictatorship",0.110354223433243
"1065",1977,"Lowest quintile","Gabon","dictatorship",0.102564102564103
"1066",1977,"Lowest quintile","Ghana","dictatorship",0.104166666666667
"1067",1977,"Lowest quintile","Guatemala","democracy",0.100896860986547
"1068",1977,"Lowest quintile","Guinea","dictatorship",0.272727272727273
"1069",1977,"Lowest quintile","Haiti","dictatorship",0.130268199233716
"1070",1977,"Lowest quintile","India","democracy",0.152505446623094
"1071",1977,"Lowest quintile","Indonesia","dictatorship",0.0844686648501362
"1072",1977,"Lowest quintile","Jordan","dictatorship",0.0831353919239905
"1073",1977,"Lowest quintile","Kazakhstan","dictatorship",0.126984126984127
"1074",1977,"Lowest quintile","Kenya","dictatorship",0.134110787172012
"1075",1977,"Lowest quintile","Kyrgyzstan","dictatorship",0.111111111111111
"1076",1977,"Lowest quintile","Madagascar","dictatorship",0.129032258064516
"1077",1977,"Lowest quintile","Malawi","dictatorship",0.197183098591549
"1078",1977,"Lowest quintile","Mali","dictatorship",0.225352112676056
"1079",1977,"Lowest quintile","Morocco","dictatorship",0.0838926174496644
"1080",1977,"Lowest quintile","Mozambique","dictatorship",0.202830188679245
"1081",1977,"Lowest quintile","Namibia","dictatorship",0.0759493670886076
"1082",1977,"Lowest quintile","Nicaragua","dictatorship",0.0919540229885057
"1083",1977,"Lowest quintile","Niger","dictatorship",0.181034482758621
"1084",1977,"Lowest quintile","Nigeria","dictatorship",0.149560117302053
"1085",1977,"Lowest quintile","Pakistan","dictatorship",0.170212765957447
"1086",1977,"Lowest quintile","Paraguay","dictatorship",0.0337078651685393
"1087",1977,"Lowest quintile","Peru","dictatorship",0.123862841147656
"1088",1977,"Lowest quintile","Philippines","dictatorship",0.0873634945397816
"1089",1977,"Lowest quintile","Rwanda","dictatorship",0.129496402877698
"1090",1977,"Lowest quintile","Senegal","dictatorship",0.151376146788991
"1091",1977,"Lowest quintile","South Africa","dictatorship",0.102362204724409
"1092",1977,"Lowest quintile","Togo","dictatorship",0.138888888888889
"1093",1977,"Lowest quintile","Turkey","democracy",0.163522012578616
"1094",1977,"Lowest quintile","Uganda","dictatorship",0.115606936416185
"1095",1977,"Lowest quintile","Uzbekistan","dictatorship",0.107142857142857
"1096",1977,"Lowest quintile","Viet Nam","dictatorship",0.103448275862069
"1097",1977,"Lowest quintile","Zambia","dictatorship",0.137404580152672
"1098",1977,"Lowest quintile","Zimbabwe","dictatorship",0.0697674418604651
"1099",1977,"Middle quintile","Armenia","dictatorship",0.0506072874493927
"1100",1977,"Middle quintile","Bangladesh","dictatorship",0.167970204841713
"1101",1977,"Middle quintile","Benin","dictatorship",0.122837370242215
"1102",1977,"Middle quintile","Bolivia","dictatorship",0.125623960066556
"1103",1977,"Middle quintile","Brazil","dictatorship",0.0818363273453094
"1104",1977,"Middle quintile","Burkina Faso","dictatorship",0.157701711491443
"1105",1977,"Middle quintile","Cambodia","dictatorship",0.160714285714286
"1106",1977,"Middle quintile","Cameroon","dictatorship",0.117753623188406
"1107",1977,"Middle quintile","Central African Republic","dictatorship",0.101382488479263
"1108",1977,"Middle quintile","Chad","dictatorship",0.140957446808511
"1109",1977,"Middle quintile","Colombia","democracy",0.0445652173913043
"1110",1977,"Middle quintile","Comoros","dictatorship",0.119266055045872
"1111",1977,"Middle quintile","Cote d Ivoire","dictatorship",0.0864661654135338
"1112",1977,"Middle quintile","Dominican Republic","democracy",0.054759898904802
"1113",1977,"Middle quintile","Egypt","dictatorship",0.136454581832733
"1114",1977,"Middle quintile","Ethiopia","dictatorship",0.149738827626233
"1115",1977,"Middle quintile","Gabon","dictatorship",0.131944444444444
"1116",1977,"Middle quintile","Ghana","dictatorship",0.0670859538784067
"1117",1977,"Middle quintile","Guatemala","democracy",0.104390243902439
"1118",1977,"Middle quintile","Guinea","dictatorship",0.138392857142857
"1119",1977,"Middle quintile","Haiti","dictatorship",0.126094570928196
"1120",1977,"Middle quintile","India","democracy",0.118444258795136
"1121",1977,"Middle quintile","Indonesia","dictatorship",0.0894039735099338
"1122",1977,"Middle quintile","Jordan","dictatorship",0.0531088082901554
"1123",1977,"Middle quintile","Kazakhstan","dictatorship",0.0597014925373134
"1124",1977,"Middle quintile","Kenya","dictatorship",0.0751322751322751
"1125",1977,"Middle quintile","Kyrgyzstan","dictatorship",0.0892857142857143
"1126",1977,"Middle quintile","Madagascar","dictatorship",0.0933609958506224
"1127",1977,"Middle quintile","Malawi","dictatorship",0.160177975528365
"1128",1977,"Middle quintile","Mali","dictatorship",0.192173913043478
"1129",1977,"Middle quintile","Morocco","dictatorship",0.11030303030303
"1130",1977,"Middle quintile","Mozambique","dictatorship",0.151408450704225
"1131",1977,"Middle quintile","Namibia","dictatorship",0.0597938144329897
"1132",1977,"Middle quintile","Nicaragua","dictatorship",0.114035087719298
"1133",1977,"Middle quintile","Niger","dictatorship",0.155038759689922
"1134",1977,"Middle quintile","Nigeria","dictatorship",0.128996692392503
"1135",1977,"Middle quintile","Pakistan","dictatorship",0.153846153846154
"1136",1977,"Middle quintile","Paraguay","dictatorship",0.0508982035928144
"1137",1977,"Middle quintile","Peru","dictatorship",0.0909881193856853
"1138",1977,"Middle quintile","Philippines","dictatorship",0.0521327014218009
"1139",1977,"Middle quintile","Rwanda","dictatorship",0.118150684931507
"1140",1977,"Middle quintile","Senegal","dictatorship",0.136436597110754
"1141",1977,"Middle quintile","South Africa","dictatorship",0.127423822714681
"1142",1977,"Middle quintile","Togo","dictatorship",0.113432835820896
"1143",1977,"Middle quintile","Turkey","democracy",0.127737226277372
"1144",1977,"Middle quintile","Uganda","dictatorship",0.0912162162162162
"1145",1977,"Middle quintile","Uzbekistan","dictatorship",0.0705128205128205
"1146",1977,"Middle quintile","Viet Nam","dictatorship",0.0365535248041775
"1147",1977,"Middle quintile","Zambia","dictatorship",0.0975177304964539
"1148",1977,"Middle quintile","Zimbabwe","dictatorship",0.0785340314136126
"1149",1978,"Highest quintile","Armenia","dictatorship",0.0613207547169811
"1150",1978,"Highest quintile","Bangladesh","dictatorship",0.115563839701771
"1151",1978,"Highest quintile","Benin","dictatorship",0.105960264900662
"1152",1978,"Highest quintile","Bolivia","dictatorship",0.0746268656716418
"1153",1978,"Highest quintile","Brazil","dictatorship",0.0173913043478261
"1154",1978,"Highest quintile","Burkina Faso","dictatorship",0.131531531531532
"1155",1978,"Highest quintile","Cambodia","dictatorship",0.108527131782946
"1156",1978,"Highest quintile","Cameroon","dictatorship",0.0836653386454183
"1157",1978,"Highest quintile","Central African Republic","dictatorship",0.128205128205128
"1158",1978,"Highest quintile","Chad","dictatorship",0.131004366812227
"1159",1978,"Highest quintile","Colombia","democracy",0.0342741935483871
"1160",1978,"Highest quintile","Comoros","dictatorship",0.135593220338983
"1161",1978,"Highest quintile","Cote d Ivoire","dictatorship",0.112244897959184
"1162",1978,"Highest quintile","Dominican Republic","democracy",0.0418410041841004
"1163",1978,"Highest quintile","Egypt","dictatorship",0.0677466863033873
"1164",1978,"Highest quintile","Ethiopia","dictatorship",0.11522633744856
"1165",1978,"Highest quintile","Gabon","dictatorship",0.0377358490566038
"1166",1978,"Highest quintile","Ghana","dictatorship",0.0645161290322581
"1167",1978,"Highest quintile","Guatemala","democracy",0.0761421319796954
"1168",1978,"Highest quintile","Guinea","dictatorship",0.142857142857143
"1169",1978,"Highest quintile","Haiti","dictatorship",0.128
"1170",1978,"Highest quintile","India","democracy",0.0587426326129666
"1171",1978,"Highest quintile","Indonesia","dictatorship",0.0546697038724374
"1172",1978,"Highest quintile","Jordan","dictatorship",0.0214285714285714
"1173",1978,"Highest quintile","Kazakhstan","dictatorship",0.0291970802919708
"1174",1978,"Highest quintile","Kenya","dictatorship",0.0670553935860058
"1175",1978,"Highest quintile","Kyrgyzstan","dictatorship",0.12
"1176",1978,"Highest quintile","Madagascar","dictatorship",0.0631970260223048
"1177",1978,"Highest quintile","Malawi","dictatorship",0.127717391304348
"1178",1978,"Highest quintile","Mali","dictatorship",0.124620060790274
"1179",1978,"Highest quintile","Morocco","dictatorship",0.110619469026549
"1180",1978,"Highest quintile","Mozambique","dictatorship",0.0905923344947735
"1181",1978,"Highest quintile","Namibia","dictatorship",0.0573248407643312
"1182",1978,"Highest quintile","Nicaragua","dictatorship",0.072
"1183",1978,"Highest quintile","Niger","dictatorship",0.131004366812227
"1184",1978,"Highest quintile","Nigeria","dictatorship",0.0848329048843188
"1185",1978,"Highest quintile","Pakistan","dictatorship",0.0789473684210526
"1186",1978,"Highest quintile","Paraguay","dictatorship",0.028169014084507
"1187",1978,"Highest quintile","Peru","dictatorship",0.0492866407263294
"1188",1978,"Highest quintile","Philippines","dictatorship",0.0238095238095238
"1189",1978,"Highest quintile","Rwanda","dictatorship",0.0989010989010989
"1190",1978,"Highest quintile","Senegal","dictatorship",0.0782122905027933
"1191",1978,"Highest quintile","South Africa","dictatorship",0.0396039603960396
"1192",1978,"Highest quintile","Togo","dictatorship",0.130952380952381
"1193",1978,"Highest quintile","Turkey","democracy",0.0807291666666667
"1194",1978,"Highest quintile","Uganda","dictatorship",0.0373134328358209
"1195",1978,"Highest quintile","Uzbekistan","dictatorship",0.0125
"1196",1978,"Highest quintile","Viet Nam","dictatorship",0.0335195530726257
"1197",1978,"Highest quintile","Zambia","dictatorship",0.0666666666666667
"1198",1978,"Highest quintile","Zimbabwe","dictatorship",0.0625
"1199",1978,"Lowest quintile","Armenia","dictatorship",0.147058823529412
"1200",1978,"Lowest quintile","Bangladesh","dictatorship",0.191715976331361
"1201",1978,"Lowest quintile","Benin","dictatorship",0.193771626297578
"1202",1978,"Lowest quintile","Bolivia","dictatorship",0.182456140350877
"1203",1978,"Lowest quintile","Brazil","dictatorship",0.152482269503546
"1204",1978,"Lowest quintile","Burkina Faso","dictatorship",0.168195718654434
"1205",1978,"Lowest quintile","Cambodia","dictatorship",0.163265306122449
